BS_ID	SQ_Value
TARGET-30-PAPVXS-01A-01R	NOT REPORTED
TARGET-30-PAPZYP-01A-01R	NOT REPORTED
TARGET-30-PAPZYZ-01A-01R	NOT REPORTED
TARGET-30-PARACM-01A-01R	NOT REPORTED
TARGET-30-PARACS-01A-01R	NOT REPORTED
TARGET-30-PARAMT-01A-01R	NOT REPORTED
TARGET-30-PARBAJ-01A-01R	NOT REPORTED
TARGET-30-PARBAJ-02A-01R	NOT REPORTED
TARGET-30-PARBGP-01A-01R	NOT REPORTED
TARGET-30-PARDCK-01A-01R	NOT REPORTED
TARGET-30-PARDIW-01A-01R	NOT REPORTED
TARGET-30-PARFRE-01A-01R	NOT REPORTED
TARGET-30-PARFWB-01A-01R	NOT REPORTED
TARGET-30-PARHAM-01A-01R	NOT REPORTED
TARGET-30-PARHAM-02A-01R	NOT REPORTED
TARGET-30-PARJVP-01A-01R	NOT REPORTED
TARGET-30-PARKGJ-01A-01R	NOT REPORTED
TARGET-30-PARNNC-01A-01R	NOT REPORTED
TARGET-30-PARYNK-01A-01R	NOT REPORTED
TARGET-30-PARZHA-01A-01R	NOT REPORTED
TARGET-30-PASCTR-01A-01R	NOT REPORTED
TARGET-30-PASEGA-01A-01R	NOT REPORTED
TARGET-30-PASFGG-01A-01R	NOT REPORTED
TARGET-30-PASFIC-01A-01R	NOT REPORTED
TARGET-30-PASGAP-01A-01R	NOT REPORTED
TARGET-30-PASGAP-02A-01R	NOT REPORTED
TARGET-30-PASGUT-01A-01R	NOT REPORTED
TARGET-30-PASHFA-01A-01R	NOT REPORTED
TARGET-30-PASJZC-01A-01R	NOT REPORTED
TARGET-30-PASMDM-01A-01R	NOT REPORTED
TARGET-30-PASMJG-01A-01R	NOT REPORTED
TARGET-30-PASMNT-01A-01R	NOT REPORTED
TARGET-30-PASNEF-01A-01R	NOT REPORTED
TARGET-30-PASNML-01A-01R	NOT REPORTED
TARGET-30-PASNZU-01A-01R	NOT REPORTED
TARGET-30-PASPBZ-01A-01R	NOT REPORTED
TARGET-30-PASPER-01A-01R	NOT REPORTED
TARGET-30-PASRFS-01A-01R	NOT REPORTED
TARGET-30-PASSRN-01A-01R	NOT REPORTED
TARGET-30-PASSRS-01A-01R	NOT REPORTED
TARGET-30-PASSWW-01A-01R	NOT REPORTED
TARGET-30-PASTCN-01A-01R	NOT REPORTED
TARGET-30-PASTKC-01A-01R	NOT REPORTED
TARGET-30-PASUCB-01A-01R	NOT REPORTED
TARGET-30-PASUYG-01A-01R	NOT REPORTED
TARGET-30-PASVRU-01A-01R	NOT REPORTED
TARGET-30-PASWFB-01A-01R	NOT REPORTED
TARGET-30-PASWIJ-01A-01R	NOT REPORTED
TARGET-30-PASWVY-01A-01R	NOT REPORTED
TARGET-30-PASWYR-01A-01R	NOT REPORTED
TARGET-30-PASXGP-01A-01R	NOT REPORTED
TARGET-30-PASXHE-01A-01R	NOT REPORTED
TARGET-30-PASXIE-01A-01R	NOT REPORTED
TARGET-30-PASXRG-01A-01R	NOT REPORTED
TARGET-30-PASYPX-01A-01R	NOT REPORTED
TARGET-30-PASZKE-01A-01R	NOT REPORTED
TARGET-30-PASZPI-01A-01R	NOT REPORTED
TARGET-30-PATAYJ-01A-01R	NOT REPORTED
TARGET-30-PATBMM-01A-01R	NOT REPORTED
TARGET-30-PATCFL-01A-01R	NOT REPORTED
TARGET-30-PATDXG-01A-01R	NOT REPORTED
TARGET-30-PATEKG-01A-01R	NOT REPORTED
TARGET-30-PATEPF-01A-01R	NOT REPORTED
TARGET-30-PATESI-01A-01R	NOT REPORTED
TARGET-30-PATFXV-01A-01R	NOT REPORTED
TARGET-30-PATGJU-01A-01R	NOT REPORTED
TARGET-30-PATGLU-01A-01R	NOT REPORTED
TARGET-30-PATHVK-01A-01R	NOT REPORTED
TARGET-30-PATNKP-02A-01R	NOT REPORTED
TARGET-30-PAUDDK-01A-01R	NOT REPORTED
TARGET-30-PAUDDK-02A-01R	NOT REPORTED
TARGET-40-0A4HLD-01A-01R	NOT REPORTED
TARGET-40-0A4HMC-01A-01R	NOT REPORTED
TARGET-40-0A4HX8-01A-01R	NOT REPORTED
TARGET-40-0A4HXS-01A-01R	NOT REPORTED
TARGET-40-0A4HY5-01A-01R	NOT REPORTED
TARGET-40-0A4I0Q-01A-01R	NOT REPORTED
TARGET-40-0A4I0W-01A-01R	NOT REPORTED
TARGET-40-0A4I3S-01A-01R	NOT REPORTED
TARGET-40-0A4I42-01A-01R	NOT REPORTED
TARGET-40-0A4I48-01A-01R	NOT REPORTED
TARGET-40-0A4I4M-01A-01R	NOT REPORTED
TARGET-40-0A4I4O-01A-01R	NOT REPORTED
TARGET-40-0A4I5B-01A-01R	NOT REPORTED
TARGET-40-0A4I65-01A-01R	NOT REPORTED
TARGET-40-0A4I6O-01A-01R	NOT REPORTED
TARGET-40-0A4I8U-01A-01R	NOT REPORTED
TARGET-40-0A4I9K-01A-01R	NOT REPORTED
TARGET-40-PAKFVX-01A-01R	NOT REPORTED
TARGET-40-PAKUZU-01A-01R	NOT REPORTED
TARGET-40-PAKXLD-01A-01R	NOT REPORTED
TARGET-40-PAKZZK-01A-01R	NOT REPORTED
TARGET-40-PALECC-01A-01R	NOT REPORTED
TARGET-40-PALFYN-01A-01R	NOT REPORTED
TARGET-40-PALHRL-01A-01R	NOT REPORTED
TARGET-40-PALKDP-01A-01R	NOT REPORTED
TARGET-40-PALKGN-01A-01R	NOT REPORTED
TARGET-40-PALWWX-01A-01R	NOT REPORTED
TARGET-40-PALZGU-01A-01R	NOT REPORTED
TARGET-40-PAMEKS-01A-01R	NOT REPORTED
TARGET-40-PAMHLF-01A-01R	NOT REPORTED
TARGET-40-PAMHYN-01A-01R	NOT REPORTED
TARGET-40-PAMJXS-01A-01R	NOT REPORTED
TARGET-40-PAMLKS-01A-01R	NOT REPORTED
TARGET-40-PAMRHD-01A-01R	NOT REPORTED
TARGET-40-PAMTCM-01A-01R	NOT REPORTED
TARGET-40-PAMYYJ-01A-01R	NOT REPORTED
TARGET-40-PANGPE-01A-01R	NOT REPORTED
TARGET-40-PANGRW-01A-01R	NOT REPORTED
TARGET-40-PANMIG-01A-01R	NOT REPORTED
TARGET-40-PANPUM-01A-01R	NOT REPORTED
TARGET-40-PANSEN-01A-01R	NOT REPORTED
TARGET-40-PANVJJ-01A-01R	NOT REPORTED
TARGET-40-PANXSC-01A-01R	NOT REPORTED
TARGET-40-PANZHX-01A-01R	NOT REPORTED
TARGET-40-PANZZJ-01A-01R	NOT REPORTED
TARGET-40-PAPFLB-01A-01R	NOT REPORTED
TARGET-40-PAPIJR-01A-01R	NOT REPORTED
TARGET-40-PAPKWD-01A-01R	NOT REPORTED
TARGET-40-PAPNVD-01A-01R	NOT REPORTED
TARGET-40-PAPWWC-01A-01R	NOT REPORTED
TARGET-40-PAPXGT-01A-01R	NOT REPORTED
TARGET-40-PARBGW-01A-01R	NOT REPORTED
TARGET-40-PARDAX-01A-01R	NOT REPORTED
TARGET-40-PARFTG-01A-01R	NOT REPORTED
TARGET-40-PARGTM-01A-01R	NOT REPORTED
TARGET-40-PARJXU-01A-01R	NOT REPORTED
TARGET-40-PARKAF-01A-01R	NOT REPORTED
TARGET-40-PASEBY-01A-01R	NOT REPORTED
TARGET-40-PASEFS-01A-01R	NOT REPORTED
TARGET-40-PASFCV-01A-01R	NOT REPORTED
TARGET-40-PASKZZ-01A-01R	NOT REPORTED
TARGET-40-PASNZV-01A-01R	NOT REPORTED
TARGET-40-PASRNE-01A-01R	NOT REPORTED
TARGET-40-PASSLM-01A-01R	NOT REPORTED
TARGET-40-PASUUH-01A-01R	NOT REPORTED
TARGET-40-PASYUK-01A-01R	NOT REPORTED
TARGET-40-PATAWV-01A-01R	NOT REPORTED
TARGET-40-PATEEM-01A-01R	NOT REPORTED
TARGET-40-PATJVI-01A-01R	NOT REPORTED
TARGET-40-PATKSS-01A-01R	NOT REPORTED
TARGET-40-PATMIF-01A-01R	NOT REPORTED
TARGET-40-PATMPU-01A-01R	NOT REPORTED
TARGET-40-PATMXR-01A-01R	NOT REPORTED
TARGET-40-PATPBS-01A-01R	NOT REPORTED
TARGET-40-PATUXZ-01A-01R	NOT REPORTED
TARGET-40-PAUBIT-01A-01R	NOT REPORTED
TARGET-40-PAUTWB-01A-01R	NOT REPORTED
TARGET-40-PAUTYB-01A-01R	NOT REPORTED
TARGET-40-PAUUML-01A-01R	NOT REPORTED
TARGET-40-PAUVUL-01A-01R	NOT REPORTED
TARGET-40-PAUXPZ-01A-01R	NOT REPORTED
TARGET-40-PAUYTT-01A-01R	NOT REPORTED
TARGET-40-PAVALD-01A-01R	NOT REPORTED
TARGET-40-PAVCLP-01A-01R	NOT REPORTED
TARGET-40-PAVDTY-01A-01R	NOT REPORTED
TARGET-40-PAVECB-01A-01R	NOT REPORTED
TARGET-50-CAAAAB-01A-01R	NOT REPORTED
TARGET-50-CAAAAH-01A-01R	NOT REPORTED
TARGET-50-CAAAAL-01A-01R	NOT REPORTED
TARGET-50-CAAAAM-01A-01R	NOT REPORTED
TARGET-50-CAAAAO-01A-01R	NOT REPORTED
TARGET-50-CAAAAP-01A-01R	NOT REPORTED
TARGET-50-CAAAAQ-01A-01R	NOT REPORTED
TARGET-50-CAAAAQ-11A-01R	NOT REPORTED
TARGET-50-CAAAAR-01A-01R	NOT REPORTED
TARGET-50-CAAAAS-01A-01R	NOT REPORTED
TARGET-50-PADXAY-01A-01R	NOT REPORTED
TARGET-50-PADZUB-01A-01R	NOT REPORTED
TARGET-50-PAEAFB-01A-01R	NOT REPORTED
TARGET-50-PAEBXA-01A-01R	NOT REPORTED
TARGET-50-PAECJB-01A-01R	NOT REPORTED
TARGET-50-PAJLIP-01A-01R	NOT REPORTED
TARGET-50-PAJLKC-01A-01R	NOT REPORTED
TARGET-50-PAJLKR-01A-01R	NOT REPORTED
TARGET-50-PAJLLF-01A-01R	NOT REPORTED
TARGET-50-PAJLNJ-01A-01R	NOT REPORTED
TARGET-50-PAJLPX-01A-01R	NOT REPORTED
TARGET-50-PAJLSP-01A-01R	NOT REPORTED
TARGET-50-PAJLTH-01A-01R	NOT REPORTED
TARGET-50-PAJLTI-01A-01R	NOT REPORTED
TARGET-50-PAJLUJ-06A-01R	NOT REPORTED
TARGET-50-PAJLWT-01A-01R	NOT REPORTED
TARGET-50-PAJMEN-01A-01R	NOT REPORTED
TARGET-50-PAJMEP-01A-01R	NOT REPORTED
TARGET-50-PAJMFU-01A-01R	NOT REPORTED
TARGET-50-PAJMFY-01A-01R	NOT REPORTED
TARGET-50-PAJMJT-01A-01R	NOT REPORTED
TARGET-50-PAJMKI-01A-01R	NOT REPORTED
TARGET-50-PAJMKJ-01A-01R	NOT REPORTED
TARGET-50-PAJMLI-01A-01R	NOT REPORTED
TARGET-50-PAJMLZ-01A-01R	NOT REPORTED
TARGET-50-PAJMMY-01A-01R	NOT REPORTED
TARGET-50-PAJMRL-01A-01R	NOT REPORTED
TARGET-50-PAJMSE-01A-01R	NOT REPORTED
TARGET-50-PAJMUF-01A-01R	NOT REPORTED
TARGET-50-PAJMVC-01A-01R	NOT REPORTED
TARGET-50-PAJMVU-01A-01R	NOT REPORTED
TARGET-50-PAJMXF-01A-01R	NOT REPORTED
TARGET-50-PAJNAA-01A-01R	NOT REPORTED
TARGET-50-PAJNAV-01A-01R	NOT REPORTED
TARGET-50-PAJNBN-01A-01R	NOT REPORTED
TARGET-50-PAJNCC-01A-01R	NOT REPORTED
TARGET-50-PAJNCJ-01A-01R	NOT REPORTED
TARGET-50-PAJNCZ-01A-01R	NOT REPORTED
TARGET-50-PAJNDU-01A-01R	NOT REPORTED
TARGET-50-PAJNEC-01A-01R	NOT REPORTED
TARGET-50-PAJNGH-01A-01R	NOT REPORTED
TARGET-50-PAJNGH-02A-01R	NOT REPORTED
TARGET-50-PAJNJJ-01A-01R	NOT REPORTED
TARGET-50-PAJNLT-01A-01R	NOT REPORTED
TARGET-50-PAJNNC-01A-01R	NOT REPORTED
TARGET-50-PAJNNR-01A-01R	NOT REPORTED
TARGET-50-PAJNRH-01A-01R	NOT REPORTED
TARGET-50-PAJNRL-01A-01R	NOT REPORTED
TARGET-50-PAJNSL-01A-01R	NOT REPORTED
TARGET-50-PAJNSL-11A-01R	NOT REPORTED
TARGET-50-PAJNTJ-02A-01R	NOT REPORTED
TARGET-50-PAJNUP-01A-01R	NOT REPORTED
TARGET-50-PAJNUS-01A-01R	NOT REPORTED
TARGET-50-PAJNVE-01A-01R	NOT REPORTED
TARGET-50-PAJNVX-01A-01R	NOT REPORTED
TARGET-50-PAJNYT-01A-02R	NOT REPORTED
TARGET-50-PAJNZI-01A-01R	NOT REPORTED
TARGET-50-PAJNZK-01A-01R	NOT REPORTED
TARGET-50-PAJNZS-01A-01R	NOT REPORTED
TARGET-50-PAJNZU-01A-01R	NOT REPORTED
TARGET-50-PAJPAR-01A-01R	NOT REPORTED
TARGET-50-PAJPAU-01A-01R	NOT REPORTED
TARGET-50-PAJPCM-01A-01R	NOT REPORTED
TARGET-50-PAJPDC-01A-01R	NOT REPORTED
TARGET-50-PAJPDC-02A-01R	NOT REPORTED
TARGET-50-PAJPDN-01A-01R	NOT REPORTED
TARGET-50-PAJPEW-01A-01R	NOT REPORTED
TARGET-50-PAJPGY-01A-01R	NOT REPORTED
TARGET-50-PAJPHA-01A-01R	NOT REPORTED
TARGET-50-PAJPHA-11A-01R	NOT REPORTED
TARGET-50-PAKFME-01A-01R	NOT REPORTED
TARGET-50-PAKFYV-01A-01R	NOT REPORTED
TARGET-50-PAKGED-01A-01R	NOT REPORTED
TARGET-50-PAKGMU-01A-01R	NOT REPORTED
TARGET-50-PAKGZX-01A-01R	NOT REPORTED
TARGET-50-PAKJGM-01A-01R	NOT REPORTED
TARGET-50-PAKKNS-01A-01R	NOT REPORTED
TARGET-50-PAKKSE-01A-01R	NOT REPORTED
TARGET-50-PAKMUB-01A-02R	NOT REPORTED
TARGET-50-PAKNAL-01A-01R	NOT REPORTED
TARGET-50-PAKNRX-01A-01R	NOT REPORTED
TARGET-50-PAKNTW-01A-02R	NOT REPORTED
TARGET-50-PAKNXS-01A-01R	NOT REPORTED
TARGET-50-PAKPDF-01A-01R	NOT REPORTED
TARGET-50-PAKRCC-01A-02R	NOT REPORTED
TARGET-50-PAKRVH-01A-01R	NOT REPORTED
TARGET-50-PAKRZW-01A-01R	NOT REPORTED
TARGET-50-PAKSCC-01A-01R	NOT REPORTED
TARGET-50-PAKSDG-01A-01R	NOT REPORTED
TARGET-50-PAKUIT-01A-01R	NOT REPORTED
TARGET-50-PAKULH-01A-02R	NOT REPORTED
TARGET-50-PAKVET-01A-01R	NOT REPORTED
TARGET-50-PAKWPM-01A-01R	NOT REPORTED
TARGET-50-PAKXWB-01A-01R	NOT REPORTED
TARGET-50-PAKXXF-01A-01R	NOT REPORTED
TARGET-50-PAKYFC-01A-01R	NOT REPORTED
TARGET-50-PAKYLT-01A-01R	NOT REPORTED
TARGET-50-PAKZER-01A-01R	NOT REPORTED
TARGET-50-PAKZFK-01A-01R	NOT REPORTED
TARGET-50-PAKZHF-01A-01R	NOT REPORTED
TARGET-50-PALDTE-01A-01R	NOT REPORTED
TARGET-50-PALDWP-01A-01R	NOT REPORTED
TARGET-50-PALERC-01A-01R	NOT REPORTED
TARGET-50-PALEZT-01A-01R	NOT REPORTED
TARGET-50-PALFME-01A-01R	NOT REPORTED
TARGET-50-PALFME-02A-01R	NOT REPORTED
TARGET-50-PALFRD-01A-01R	NOT REPORTED
TARGET-50-PALGAZ-01A-01R	NOT REPORTED
TARGET-50-PALGLU-01A-01R	NOT REPORTED
TARGET-50-PALGVY-01A-01R	NOT REPORTED
TARGET-50-PALJIP-01A-01R	NOT REPORTED
TARGET-50-PALJIP-02A-01R	NOT REPORTED
TARGET-50-PALKCW-01A-01R	NOT REPORTED
TARGET-50-PALKRS-01A-01R	NOT REPORTED
TARGET-50-PALLFB-01A-01R	NOT REPORTED
TARGET-51-PAEALX-01A-01R	NOT REPORTED
TARGET-51-PAJLIV-01A-01R	NOT REPORTED
TARGET-51-PAJLWU-01A-01R	NOT REPORTED
TARGET-51-PAJMFS-01A-01R	NOT REPORTED
TARGET-51-PAJMNM-01A-01R	NOT REPORTED
TARGET-51-PAJNCV-01A-01R	NOT REPORTED
TARGET-51-PAJPFB-01A-01R	NOT REPORTED
TARGET-51-PAKWMM-01A-01R	NOT REPORTED
TARGET-51-PALEIR-01A-01R	NOT REPORTED
TARGET-51-PALFEF-01A-01R	NOT REPORTED
TARGET-51-PALFYG-01A-01R	NOT REPORTED
TARGET-51-PALKEI-01A-01R	NOT REPORTED
TARGET-51-PALLXV-01A-01R	NOT REPORTED
TARGET-52-PADWRZ-01A-01R	NOT REPORTED
TARGET-52-PADYCE-01A-01R	NOT REPORTED
TARGET-52-PADYZI-01A-01R	NOT REPORTED
TARGET-52-PAEHIP-01A-01R	NOT REPORTED
TARGET-52-PAJLRA-01A-01R	NOT REPORTED
TARGET-52-PAJLWM-01A-01R	NOT REPORTED
TARGET-52-PAJMBW-01A-01R	NOT REPORTED
TARGET-52-PAJMRB-01A-01R	NOT REPORTED
TARGET-52-PAJNER-01A-01R	NOT REPORTED
TARGET-52-PAJNFP-01A-01R	NOT REPORTED
TARGET-52-PAJPHJ-01A-01R	NOT REPORTED
TARGET-52-PAKHTL-01A-01R	NOT REPORTED
TARGET-52-PAKLYZ-01A-01R	NOT REPORTED
TARGET-52-PAKPEW-01A-01R	NOT REPORTED
TARGET-52-PAKTCT-01A-01R	NOT REPORTED
TARGET-52-PARECB-01A-01R	NOT REPORTED
TARGET-52-PAREWI-01A-02R	NOT REPORTED
TARGET-52-PARGRN-01A-01R	NOT REPORTED
TARGET-52-PARKKN-01A-01R	NOT REPORTED
TARGET-52-PARPFY-01A-01R	NOT REPORTED
TARGET-52-PARPFY-11A-01R	NOT REPORTED
TARGET-52-PARRCL-01A-01R	NOT REPORTED
TARGET-52-PARRCL-11A-01R	NOT REPORTED
TARGET-52-PARTKH-01A-01R	NOT REPORTED
TARGET-52-PARUGK-01A-01R	NOT REPORTED
TARGET-52-PARZBI-01A-02R	NOT REPORTED
TARGET-52-PARZBI-11A-01R	NOT REPORTED
TARGET-52-PARZRH-01A-02R	NOT REPORTED
TARGET-52-PASABD-01A-01R	NOT REPORTED
TARGET-52-PASADZ-01A-01R	NOT REPORTED
TARGET-52-PASAMZ-01A-01R	NOT REPORTED
TARGET-52-PASDLA-01A-01R	NOT REPORTED
TARGET-52-PASDLA-11A-01R	NOT REPORTED
TARGET-52-PASGCL-01A-02R	NOT REPORTED
TARGET-52-PASGGN-01A-01R	NOT REPORTED
TARGET-52-PASNED-01A-01R	NOT REPORTED
TARGET-52-PASRHU-01A-02R	NOT REPORTED
TARGET-52-PASVDP-01A-01R	NOT REPORTED
TARGET-52-PASWZZ-01A-01R	NOT REPORTED
TARGET-52-PASXNA-11A-01R	NOT REPORTED
TARGET-52-PASZYE-01A-01R	NOT REPORTED
TARGET-52-PATAFT-01A-01R	NOT REPORTED
TARGET-52-PATDVL-01A-01R	NOT REPORTED
TARGET-52-PATENH-01A-01R	NOT REPORTED
TARGET-52-PATFXW-01A-01R	NOT REPORTED
TARGET-52-PATFZZ-01A-01R	NOT REPORTED
TARGET-52-PATXEE-01A-01R	NOT REPORTED
TARGET-52-PATXKA-01A-01R	NOT REPORTED
TARGET-52-PAUCGJ-01A-01R	NOT REPORTED
TARGET-52-PAUDPV-01A-01R	NOT REPORTED
TARGET-52-PAUDPV-11A-01R	NOT REPORTED
TARGET-52-PAUEKW-01A-01R	NOT REPORTED
TARGET-52-PAUFVP-01A-01R	NOT REPORTED
TARGET-52-PAUGYZ-01A-01R	NOT REPORTED
TARGET-52-PAUNPA-01A-01R	NOT REPORTED
TARGET-52-PAVCKS-01A-01R	NOT REPORTED
TARGET-52-PAVITI-01A-01R	NOT REPORTED
TARGET-52-PAVVIT-01A-01R	NOT REPORTED
TARGET-52-PAWFBL-01A-01R	NOT REPORTED
TARGET-52-PAWFWK-01A-01R	NOT REPORTED
BS_00FD2KMP	NOT REPORTED
BS_2853394H	NOT REPORTED
BS_2HNXVFAS	NOT REPORTED
BS_3ZPJAK9A	NOT REPORTED
BS_4C6B11E4	NOT REPORTED
BS_4KNBXM3C	NOT REPORTED
BS_8ZE4Z9G5	NOT REPORTED
BS_B4R7X1KE	NOT REPORTED
BS_B57327NA	NOT REPORTED
BS_CZPQ493E	NOT REPORTED
BS_D6J2BGDJ	NOT REPORTED
BS_E7NVYA6G	NOT REPORTED
BS_ECNBQ2RA	NOT REPORTED
BS_F21R36MM	NOT REPORTED
BS_F9Y4Z92G	NOT REPORTED
BS_FKASA3MN	NOT REPORTED
BS_G5NHSFD4	NOT REPORTED
BS_H9JYKFTV	NOT REPORTED
BS_HRJ9145M	NOT REPORTED
BS_J9CBGP57	NOT REPORTED
BS_JJVH7WR0	NOT REPORTED
BS_JQXHHK0K	NOT REPORTED
BS_JTWNJ8T7	NOT REPORTED
BS_KKDTW11T	NOT REPORTED
BS_M0XGZ53Z	NOT REPORTED
BS_MD0937XT	NOT REPORTED
BS_MG78HQDM	NOT REPORTED
BS_PJC6FH4Y	NOT REPORTED
BS_SY3J3XR9	NOT REPORTED
BS_T9A8JJW5	NOT REPORTED
BS_TR2P8KRF	NOT REPORTED
BS_TVH33J9Q	NOT REPORTED
BS_WBVSK3MP	NOT REPORTED
BS_WQ1YRTAT	NOT REPORTED
BS_YA0KMBRT	NOT REPORTED
